1.63E-06,0.355332531,3.26E-05,4.47E-05,9.85E-09,1.67E-07,2.122310759,0.742503622,5.57E-08,3.32E-12,0.596345849,0.288427068,5.38E-11,18.74135227,0.140183375,1.645261334,5.41E-10,9.43E-10,0.599680227,9.98E-13,8.68E-13,3.03892706,4.06E-11,25.15632407,1.20E-09,8.08E-07,9.95E-12,7.727991548,2.039050926,3.80E-08,1.60E-06,0.356903835,2.92E-05,4.38E-05,9.95E-09,1.65E-07,2.078166473,0.744247205,5.35E-08,3.31E-12,0.608452694,0.325484765,5.51E-11,19.12712602,0.145923726,1.786955059,5.51E-10,9.43E-10,0.614357496,1.10E-12,8.64E-13,3.018202759,4.07E-11,27.09417375,1.23E-09,7.72E-07,9.41E-12,7.203231341,2.239368484,3.86E-08
1.65E-06,0.079695549,1.21E-12,0.000169743,3.29E-08,3.13E-06,6.80E-05,5.78E-11,3.25E-10,1.33E-06,1.772871074,1.54E-09,1.94E-11,0.030040475,1.31E-12,3.29E-13,5.40E-14,8.66E-09,0.000694527,1.05E-06,3.30E-07,3.413690876,3.00E-05,80.43553189,1.889524434,3.59E-08,1.26E-06,7.44783247,0.595286632,5.76E-14,1.62E-06,0.083575758,1.23E-12,0.000148239,3.28E-08,3.03E-06,6.74E-05,5.79E-11,3.26E-10,1.38E-06,1.832396274,4.39E-10,1.99E-11,0.032443259,1.33E-12,3.33E-13,5.65E-14,8.75E-09,0.000688358,9.99E-07,3.26E-07,3.403842789,3.04E-05,84.18805758,2.026961624,4.16E-08,1.25E-06,6.698417322,0.645494008,5.93E-14
0.017696496,0.015941779,2.40E-05,1.03E-05,3.79E-06,4.27E-07,0.021121034,0.819583381,6.96E-09,0.406360355,6.87E-11,4.78E-09,1.475264486,8.68E-14,3.76E-09,6.21E-08,1.26E-13,0.001764123,0.031223144,1.13E-08,41.78087782,3.341014032,2.24E-05,0.051147148,2.441796789,4.44E-11,0.155674983,1.881445983,0.792003031,2.70E-11,0.015224869,0.016001486,2.17E-05,9.86E-06,3.80E-06,4.23E-07,0.020287613,0.815990534,1.07E-08,0.447504877,6.77E-11,4.96E-09,1.501198585,8.70E-14,3.59E-09,6.16E-08,5.74E-17,0.001740831,0.032056944,1.15E-08,38.81544892,3.318201573,2.31E-05,0.052453936,2.627968895,4.37E-11,0.144373758,1.707709902,0.856936468,2.10E-11
1.24E-05,1.11E-11,6.58E-07,1.03E-05,4.72E-09,1.03E-13,3.86E-10,0.507125204,7.34E-10,3.90E-11,7.380912787,0.374386832,0.022230175,0.338010031,5.01E-08,1.01E-09,4.27E-10,9.75E-10,3.89E-08,0.367647586,1.946114511,5.808069329,1.570711026,14.43297479,1.518656699,7.04E-07,8.17E-10,3.981532972,0.297403241,4.61E-08,1.19E-05,1.10E-11,6.06E-07,9.68E-06,4.72E-09,1.06E-13,3.82E-10,0.493443486,6.56E-10,3.73E-11,7.590549392,0.417825926,0.023112206,0.346290179,4.88E-08,9.57E-10,3.33E-10,9.57E-10,3.97E-08,0.319385362,1.814937452,5.840239464,1.715359614,14.82566357,1.681503136,6.57E-07,8.11E-10,3.740040788,0.31939844,4.72E-08
2.55E-06,0.049155426,0.009589078,0.017568258,6.70E-09,1.04E-08,0.544508735,4.65E-12,4.30E-10,1.27E-08,6.14648071,4.86E-15,3.09E-07,0.740711132,3.54E-12,0.409004316,1.24E-13,2.79E-05,1.19E-09,0.306129224,6.597704497,3.20030056,0.681842223,9.218774921,1.452944703,2.65E-07,0.928521857,3.630719614,0.205159059,8.13E-09,2.50E-06,0.05177675,0.006278608,0.015997978,6.71E-09,1.03E-08,0.508981838,4.68E-12,4.32E-10,1.38E-08,6.268599949,4.87E-15,3.14E-07,0.781305887,3.59E-12,0.433783125,1.23E-13,2.70E-05,1.21E-09,0.250845836,6.182138808,3.169401616,0.697181833,9.609545281,1.553921274,2.60E-07,0.867644741,3.434452578,0.221402713,8.25E-09
1.35E-07,2.76E-05,1.46E-06,7.68E-13,7.53E-09,5.87E-07,1.384520028,2.57E-10,1.14E-08,3.77E-08,3.80E-11,8.81E-14,6.32E-13,4.44E-10,5.98E-11,1.58E-16,0.000510066,2.49E-11,1.04E-12,5.92E-14,2.853269858,3.42074533,0.092174917,43.46680608,1.647110035,1.33E-13,3.60E-10,1.666296457,0.398434781,8.79E-06,1.22E-07,2.77E-05,1.38E-06,7.67E-13,7.49E-09,5.76E-07,1.330118785,2.57E-10,1.15E-08,3.70E-08,3.72E-11,8.69E-14,6.35E-13,4.46E-10,5.90E-11,1.61E-16,0.000819104,2.44E-11,9.46E-13,6.89E-14,2.710254808,3.380108506,0.095493383,44.23458618,1.781352787,1.23E-13,3.55E-10,1.527301016,0.422912615,8.75E-06
1.38E-06,1.84E-06,5.04E-07,2.04E-11,1.25E-11,2.80E-11,1.632440687,5.57E-13,4.12E-11,0.137104462,2.230756958,0.012686017,0.100390608,1.32E-05,0.000884461,9.01E-10,3.16E-11,1.78E-08,2.90E-11,0.433039354,29.28586029,4.559459488,1.04E-07,3.053578018,2.004712132,4.38E-15,1.29E-10,4.594730043,0.538367527,1.40E-08,1.33E-06,1.87E-06,4.51E-07,1.94E-11,1.27E-11,3.11E-11,1.523897097,5.45E-13,4.23E-11,0.153693531,2.288373449,0.014906825,0.10412494,1.37E-05,0.000978784,8.73E-10,3.64E-11,1.90E-08,3.05E-11,0.366654505,27.48541967,4.530599705,1.17E-07,3.139862003,2.174452616,2.71E-15,1.28E-10,4.258249084,0.586589908,1.47E-08
1.95E-08,2.990889108,3.69E-08,3.23E-06,3.33E-13,4.04E-08,1.40E-14,0.447409568,3.28E-15,2.22E-07,1.12E-08,1.00E-07,1.29E-07,5.435879457,7.81E-14,1.04E-10,1.57E-08,8.26E-11,1.69E-09,0.894830801,4.107981028,4.67E-10,0.345445523,10.98549892,1.388408917,0.004512836,2.04E-12,9.484159556,3.42E-09,9.89E-10,1.94E-08,3.025576104,3.59E-08,3.04E-06,3.41E-13,3.93E-08,1.39E-14,0.428265874,3.41E-15,2.47E-07,1.11E-08,9.67E-08,1.33E-07,5.843215583,8.27E-14,1.07E-10,1.55E-08,8.69E-11,1.68E-09,0.748455659,3.913641343,4.65E-10,0.346556326,11.53970381,1.473977978,0.0041496,2.07E-12,8.592958489,3.48E-09,1.01E-09
2.63E-06,1.31E-08,3.94E-07,2.75E-08,0.402299787,3.63E-14,1.19E-05,1.873999462,2.48E-12,1.13E-13,1.53E-10,0.362548917,7.362087407,7.47E-10,0.039182086,1.513668373,8.09E-10,5.40E-11,1.24E-11,1.16E-13,5.274103563,4.99029881,0.001298917,15.08561222,4.54E-11,1.54E-10,1.751690793,1.892435292,0.243274704,1.62E-07,2.47E-06,1.33E-08,3.60E-07,2.73E-08,0.409018046,3.76E-14,1.19E-05,1.947288815,2.52E-12,1.13E-13,1.52E-10,0.394064129,7.433458721,7.49E-10,0.040080804,1.602609169,8.10E-10,5.33E-11,1.26E-11,1.28E-13,4.988044464,4.953776038,0.001363443,16.26867381,4.59E-11,1.49E-10,1.632232146,1.780574739,0.262008354,1.63E-07
2.31E-05,2.910285692,1.71E-06,7.53E-05,1.76E-09,3.30E-13,0.041165593,0.000145507,1.50E-06,1.82E-10,0.770016455,6.79E-11,7.73E-13,0.712329154,2.66E-05,9.05E-10,0.067951948,9.65E-07,3.16E-08,2.14E-10,11.41564936,2.87E-11,0.009688477,12.19962953,1.751178103,7.53E-07,0.626624928,2.883145963,0.443643064,1.87E-09,2.24E-05,2.986914852,1.60E-06,6.98E-05,1.75E-09,3.44E-13,0.039124685,0.000142833,1.51E-06,1.89E-10,0.776377947,6.70E-11,7.84E-13,0.74188809,2.97E-05,8.94E-10,0.071513013,8.95E-07,2.96E-08,2.22E-10,10.72894195,2.86E-11,0.010215044,12.39363679,1.905813614,7.44E-07,0.588262366,2.625727695,0.473110051,1.81E-09
